Symbol,Direction,PValue,Dataset
TEAD4,-1,0.2136018672,GSE120805
SPG7,1,0.05426669129,GSE120805
LOC101930112,1,0.05426669129,GSE120805
HES5,1,0.08078364472,GSE120805
NBEAP2,-1,7.09E-05,GSE120805
ZNF677,-1,0.9622913854,GSE120805
ERO1A,-1,0.06736770227,GSE120805
ZNF823,-1,0.8907558158,GSE120805
CYYR1-AS1,-1,NA,GSE120805
ZNF311,1,0.009591699965,GSE120805
ZNF347,1,0.4851578623,GSE120805
PLCG2,1,0.6238192641,GSE120805
LOC105369213,1,0.6238192641,GSE120805
FCHSD1,1,0.9876394238,GSE120805
ZNF71,-1,0.6064361286,GSE120805
S100A6,-1,0.7532349555,GSE120805
RPL12,-1,0.3705803568,GSE120805
DNM3,1,0.1338020757,GSE120805
ZNF121,-1,0.0159756257,GSE120805
MPZL1,-1,0.5772669227,GSE120805
VPS13A,-1,0.4470534018,GSE120805
MBP,-1,0.03802347548,GSE120805
AKAP17A,1,0.9954685022,GSE120805
ELOVL2,-1,0.0009325678903,GSE120805
GOLGA6L9,-1,0.7106284866,GSE120805
LEKR1,1,0.000291975815,GSE120805
C1orf122,-1,0.9650865512,GSE120805
SNHG12,-1,0.4247074215,GSE120805
KEL,1,NA,GSE120805
NOL8,-1,0.3111354482,GSE120805
IRAK4,1,0.3756216892,GSE120805
ODAD3,1,4.96E-06,GSE120805
MRPL42,1,0.9875897876,GSE120805
ENTPD7,-1,0.07299146593,GSE120805
ZNF335,-1,0.06947111995,GSE120805
ZNF560,-1,0.3928832918,GSE120805
TUBA3C,-1,NA,GSE120805
RPS4X,-1,0.1534089296,GSE120805
ZNF273,-1,0.834124865,GSE120805
ZNF84,-1,0.5790714789,GSE120805
MAK16,-1,0.005138631,GSE120805
ZNF667,-1,0.8740621029,GSE120805
SIRPA,-1,0.1658100207,GSE120805
GRK6,1,0.8066659015,GSE120805
PRIM1,-1,0.7717593823,GSE120805
MARCHF5,1,0.08691411508,GSE120805
NPIPB13,-1,0.5393357414,GSE120805
AKR1B10,1,2.12E-12,GSE120805
ZBTB14,-1,3.15E-06,GSE120805
CD2AP,1,0.7263630566,GSE120805
NUP62CL,1,0.3712589267,GSE120805
SFI1,-1,0.8498830288,GSE120805
ZNF649,-1,0.23390468,GSE120805
ZNF248,1,0.4424677097,GSE120805
CHSY3,1,0.9876394238,GSE120805
TOR4A,1,0.389677352,GSE120805
LPAR1,-1,0.009296709364,GSE120805
MB,-1,0.9492080784,GSE120805
HIBCH,1,0.03289877888,GSE120805
ZNF544,-1,0.9664170343,GSE120805
TMEM229B,1,1.44E-10,GSE120805
SOWAHC,-1,0.0001209696314,GSE120805
ZNF770,-1,0.3598915243,GSE120805
ZNF849P,-1,0.3267641181,GSE120805
NPIPB6,-1,0.9589197089,GSE120805
HMGN5,1,0.1532865272,GSE120805
MIER1,-1,0.8700577184,GSE120805
MAN1A2,1,0.1023609779,GSE120805
SVIP,1,0.9525740497,GSE120805
ZNF251,1,0.9184018846,GSE120805
DDRGK1,1,0.7062736761,GSE120805
TFDP1,-1,0.00016613059,GSE120805
ZNF607,-1,0.003891104464,GSE120805
ZNF334,1,NA,GSE120805
HSD17B11,1,2.49E-06,GSE120805
SZT2,-1,0.9841794941,GSE120805
SULT1C2,-1,NA,GSE120805
ZXDA,1,0.842187704,GSE120805
RPS6KL1,1,0.001186438788,GSE120805
QRICH1,-1,0.8987733087,GSE120805
LINC01558,1,0.8804875337,GSE120805
FKBP1C,-1,0.5098109966,GSE120805
DDX42,-1,0.3646834584,GSE120805
RPL23A,-1,0.2396042404,GSE120805
SLC29A3,-1,0.7657361618,GSE120805
STYX,-1,0.7856610662,GSE120805
UBL5,-1,0.9126580812,GSE120805
HELZ,1,0.9800420599,GSE120805
TMEM116,1,0.0002841221416,GSE120805
UCKL1,1,0.5652123552,GSE120805
CARD11,1,0.8129484712,GSE120805
ZNF485,-1,0.0009704219671,GSE120805
PEG3,1,NA,GSE120805
SDAD1,-1,0.1286773417,GSE120805
ZKSCAN8,1,0.7741906147,GSE120805
PHETA1,1,0.06915835526,GSE120805
TMEM239,-1,NA,GSE120805
HYLS1,1,1.64E-07,GSE120805
MYL4,-1,0.9801010023,GSE120805
ZNF442,-1,0.7016501559,GSE120805
ZNF813,-1,0.7016501559,GSE120805
HOXC4,1,0.9007911422,GSE120805
PIM3,1,0.03530014365,GSE120805
GET3,1,0.4360692812,GSE120805
ASPH,-1,0.7594642946,GSE120805
SPRED2,1,0.9430296506,GSE120805
WWP2,-1,0.8847442435,GSE120805
GFPT1,1,0.2827255487,GSE120805
UVRAG,1,0.0001225877616,GSE120805
ZNF26,-1,0.239347513,GSE120805
ITSN2,1,0.0001750264492,GSE120805
NTRK1,1,0.02070049112,GSE120805
OGA,1,0.1387102866,GSE120805
MT1F,1,0.6936493712,GSE120805
TCAF1,1,0.6778873142,GSE120805
ZNF69,-1,0.3297066988,GSE120805
TXNRD1,1,0.6363555446,GSE120805
NRARP,-1,0.884559204,GSE120805
ZNF583,1,0.3966910953,GSE120805
ZNF568,-1,0.9562853607,GSE120805
ZXDB,1,0.993188372,GSE120805
ZNF480,-1,0.6407466885,GSE120805
ZNF587,-1,0.2943236201,GSE120805
TPM2,-1,0.1447832117,GSE120805
FLVCR1-DT,1,0.1814166905,GSE120805
SH3BGRL2,-1,0.002310194106,GSE120805
ZNF808,-1,0.5847438824,GSE120805
ANKRD35,1,0.02401102352,GSE120805
B3GNT6,1,NA,GSE120805
YTHDF2,-1,0.1180381925,GSE120805
NBR2,1,0.8447312454,GSE120805
TMA16,-1,0.5228384075,GSE120805
ATL1,1,0.5338299736,GSE120805
CNGA1,1,3.79E-05,GSE120805
MAFK,1,0.8217322509,GSE120805
ARMH1,1,0.0005120808267,GSE120805
ZNF43,-1,0.9469076172,GSE120805
GPN1,-1,0.1266634173,GSE120805
PLN,1,NA,GSE120805
C2CD4A,1,NA,GSE120805
ZNF28,-1,0.99486317,GSE120805
ITGBL1,-1,0.01473262128,GSE120805
ZNF511,-1,0.6668013032,GSE120805
C20orf203,-1,NA,GSE120805
ZNF627,-1,0.917648413,GSE120805
KCNRG,1,0.441164881,GSE120805
WDHD1,1,0.9597452734,GSE120805
ZNF789,1,7.56E-07,GSE120805
CTNND1,-1,0.8739630887,GSE120805
DDX39B,-1,0.7236457439,GSE120805
SLC34A3,1,NA,GSE120805
SPANXC,-1,0.9446584103,GSE120805
ARC,1,0.9008359226,GSE120805
NUDT16,-1,0.8241084048,GSE120805
TLK1,1,0.4986021916,GSE120805
LRBA,1,0.008544115173,GSE120805
APRG1,-1,0.7991347207,GSE120805
ZNF536,1,NA,GSE120805
MMP17,-1,1.85E-06,GSE120805
BAZ1A,1,0.2297384067,GSE120805
COPS8,1,0.208533257,GSE120805
CCDC69,1,7.01E-12,GSE120805
MDM4,-1,0.9234518135,GSE120805
RYR2,1,0.8792864838,GSE120805
ZNF534,-1,0.9374527312,GSE120805
KLHL9,-1,0.9202200065,GSE120805
FAM3D,-1,NA,GSE120805
NCOA6,-1,0.9297675392,GSE120805
STK39,-1,0.4499825227,GSE120805
C6orf89,1,9.30E-13,GSE120805
CALM1,-1,0.001118706961,GSE120805
TAFA2,1,0.02684956174,GSE120805
SKIC3,1,0.9479598797,GSE120805
TUSC1,-1,0.5518058478,GSE120805
PAPSS2,-1,0.01374553304,GSE120805
SLC9A6,1,0.9191040621,GSE120805
FAN1,1,0.9947404445,GSE120805
ABCA4,-1,0.1068067288,GSE120805
EIF1AY,1,0.7429069779,GSE120805
MT-ND6,-1,0.9007911422,GSE120805
IPO9,-1,0.9232500421,GSE120805
CEP290,1,0.1320118255,GSE120805
SSBP3-AS1,-1,NA,GSE120805
MT-CO2,-1,0.7921933905,GSE120805
GLMP,1,0.00281754561,GSE120805
TOGARAM1,1,5.96E-06,GSE120805
DLL1,1,0.3926648999,GSE120805
ANKRD13B,-1,0.2135708262,GSE120805
ECI2,-1,0.07343924183,GSE120805
UNC13B,1,0.0006298724235,GSE120805
SAXO5,-1,NA,GSE120805
MT-CYB,-1,0.7693497331,GSE120805
LDB1,1,0.002230017192,GSE120805
PPP1R14C,-1,0.5141402893,GSE120805
CTR9,-1,0.4567194914,GSE120805
SMOC1,1,0.1993288543,GSE120805
MSRB1,1,0.7720831452,GSE120805
LRRTM3,-1,NA,GSE120805
ZNF652,-1,0.9263185175,GSE120805
SMURF1,-1,0.8116916497,GSE120805
SLC5A3,1,0.4206904752,GSE120805
MTCO3P12,-1,NA,GSE120805
GPATCH3,-1,0.9272238729,GSE120805
CDC42BPB,-1,0.5834170332,GSE120805
PLXNB3,1,0.7360474994,GSE120805
OXCT2,1,0.9879273894,GSE120805
RPL10A,-1,0.8366825178,GSE120805
COLGALT2,-1,0.09018772045,GSE120805
EPS8L3,1,NA,GSE120805
MT-ND2,-1,0.8913230447,GSE120805
APCDD1L,-1,0.4269936974,GSE120805
RCSD1,1,0.9859087336,GSE120805
RASSF9,-1,0.4476846366,GSE120805
FAM169A,1,4.23E-07,GSE120805
ZNF830,-1,0.8300008897,GSE120805
MT-ND5,-1,0.814217566,GSE120805
MUC2,1,NA,GSE120805
CNOT7,1,0.9708470646,GSE120805
TMEM184B,-1,0.9711575346,GSE120805
MTOR,1,0.04441410607,GSE120805
SCAMP5,1,0.03729832327,GSE120805
ZNF521,-1,NA,GSE120805
ALPK2,-1,4.19E-07,GSE120805
LRIG2,1,0.7528932773,GSE120805
MT-CO1,-1,0.609775357,GSE120805
PNP,-1,0.3553066962,GSE120805
GK,-1,0.8178142705,GSE120805
FOXJ3,-1,0.8122979042,GSE120805
ZNF358,1,0.9281419165,GSE120805
SFT2D1,1,0.03060896035,GSE120805
CD247,-1,0.0002959212663,GSE120805
CHAMP1,-1,0.8682930963,GSE120805
INPP5F,-1,0.1616766701,GSE120805
ARHGAP11A,1,0.06174552144,GSE120805
SUCNR1,1,NA,GSE120805
HMGN2,1,0.4402652099,GSE120805
SELENOM,1,0.7732649528,GSE120805
UBE2J1,-1,0.4747474581,GSE120805
GJC2,1,0.0265373434,GSE120805
OPA1,-1,0.9769457222,GSE120805
DENND4B,-1,0.4628117167,GSE120805
RYR3,-1,0.5676463336,GSE120805
ZNF277,1,0.8225768821,GSE120805
MT-ND3,-1,0.9585252845,GSE120805
KTI12,-1,0.006100657474,GSE120805
STYXL2,1,0.05993052532,GSE120805
SELENOT,1,0.6096671752,GSE120805
ARHGEF15,1,0.6856248144,GSE120805
TOX,1,0.1450005281,GSE120805
RUSC2,-1,0.7550189628,GSE120805
FICD,1,1.37E-05,GSE120805
OSTC,-1,0.3919064157,GSE120805
R3HDM4,-1,0.3841978756,GSE120805
TSEN15,-1,0.4380988276,GSE120805
LTN1,1,0.9704790674,GSE120805
RUNDC1,-1,0.8063477195,GSE120805
CCDC152,1,0.007422122387,GSE120805
STKLD1,1,0.9472304225,GSE120805
GRK5,1,0.3419181572,GSE120805
TYW1,-1,0.9947988005,GSE120805
DCAF12,1,0.9020708622,GSE120805
ITPRIPL1,-1,0.0009111657094,GSE120805
MT-ND4,-1,0.8479539799,GSE120805
SMC5,-1,0.7743223145,GSE120805
MT-ND1,-1,0.844921444,GSE120805
PRMT6,-1,0.00547131422,GSE120805
SHISA4,1,0.05143398796,GSE120805
CIPC,1,0.7312100186,GSE120805
CAPZA2,1,0.9919039998,GSE120805
MT-ATP6,-1,0.8297064542,GSE120805
TOP1,1,0.2379159075,GSE120805
PRC1,1,5.62E-07,GSE120805
GPRASP3,1,0.09071720298,GSE120805
MAP3K3,1,0.0002408851772,GSE120805
L1CAM,-1,0.0004527500887,GSE120805
SREBF2,-1,0.01117886225,GSE120805
C1orf174,-1,1.69E-05,GSE120805
RASGEF1A,-1,0.8907558158,GSE120805
SPOUT1,-1,0.29483562,GSE120805
RPL39,-1,0.6483094718,GSE120805
DZIP3,1,4.04E-24,GSE120805
KIAA0753,-1,0.9046377739,GSE120805
DCLRE1A,1,0.8667682638,GSE120805
ATG9A,1,0.9416652771,GSE120805
NOS1AP,1,0.7537379411,GSE120805
APRT,-1,0.1918302577,GSE120805
GPRASP1,1,0.3642527145,GSE120805
TBKBP1,-1,0.9906667057,GSE120805
CCDC167,-1,0.6561912828,GSE120805
MT-CO3,-1,0.5534571947,GSE120805
ZFP2,-1,0.7860352718,GSE120805
SOWAHA,1,0.3381474633,GSE120805
L3MBTL3,-1,0.4218317641,GSE120805
DMD,-1,2.04E-11,GSE120805
MFAP3L,-1,0.6546333882,GSE120805
LOC101928198,-1,0.6546333882,GSE120805
NAGA,-1,0.494925329,GSE120805
SMG5,1,0.9278196672,GSE120805
KIFBP,-1,0.5575201066,GSE120805
TGM2,-1,0.003573265018,GSE120805
ARMCX6,-1,0.2778391713,GSE120805
PJA2,1,0.8670566231,GSE120805
RORB,1,NA,GSE120805
SGMS1,-1,0.8371049897,GSE120805
MIRLET7E,-1,NA,GSE120805
MIR30E,-1,NA,GSE120805
MIRLET7A2,1,NA,GSE120805
MIR380,-1,NA,GSE120805
MIR16-2,1,0.2627804805,GSE120805
MIR370,-1,NA,GSE120805
MIR412,-1,NA,GSE120805
MIR377,-1,0.5308402891,GSE120805
MIR381,-1,0.8082500662,GSE120805
MIR339,-1,NA,GSE120805
MIR103A2,1,NA,GSE120805
MIR369,1,NA,GSE120805
MIRLET7C,-1,NA,GSE120805
MIR425,1,NA,GSE120805
MIR103A1,1,NA,GSE120805
MIR219A1,-1,NA,GSE120805
MIR210,-1,0.742099871,GSE120805
MIR335,-1,0.8103031978,GSE120805
MIR361,1,NA,GSE120805
MIR324,-1,0.8044468373,GSE120805
MIR101-2,-1,NA,GSE120805
MIRLET7F1,1,0.9920076369,GSE120805
MIR26A1,1,NA,GSE120805
MIR379,1,NA,GSE120805
MIR410,-1,0.6149089651,GSE120805
MIR30C2,-1,0.9695530507,GSE120805
MIR409,1,NA,GSE120805
MIR411,1,NA,GSE120805
MIR26B,1,0.9673918995,GSE120805
MIR148B,-1,NA,GSE120805
MIR365A,-1,NA,GSE120805
MIRLET7D,-1,0.4896127867,GSE120805
MIRLET7G,-1,NA,GSE120805
MIRLET7A1,1,0.9623059617,GSE120805
MIR374A,1,0.9005958716,GSE120805
MIR331,-1,NA,GSE120805
MIRLET7I,1,0.7943746546,GSE120805
RN7SKP72,-1,0.6174641176,GSE120805
RNA5SP289,-1,NA,GSE120805
LOC124900488,-1,NA,GSE120805
RNU6-834P,-1,NA,GSE120805
RNU6-28P,1,NA,GSE120805
SNORA60,1,0.9456519505,GSE120805
RNA5SP26,1,0.9632744347,GSE120805
RNU6-661P,-1,NA,GSE120805
RNU6-502P,-1,NA,GSE120805
RNU6-858P,-1,NA,GSE120805
RNU4-82P,-1,NA,GSE120805
RNU4-39P,1,NA,GSE120805
RNU6-230P,-1,NA,GSE120805
RNU6-204P,1,NA,GSE120805
RNU5E-1,-1,0.7701772655,GSE120805
RNU5F-1,-1,0.9469076172,GSE120805
SNORD114-7,1,0.9905401297,GSE120805
RNY4P19,1,NA,GSE120805
LOC124902338,-1,NA,GSE120805
SNORD9,1,0.514943866,GSE120805
RNU6-1216P,-1,NA,GSE120805
SNORA31,-1,0.9920076369,GSE120805
RNU6-212P,1,NA,GSE120805
RNA5SP195,-1,0.891038896,GSE120805
RNU6-37P,-1,NA,GSE120805
RNU5A-1,1,0.7974085977,GSE120805
SNORD114-1,-1,0.1176596536,GSE120805
SNORD114-14,1,0.8992527624,GSE120805
RNU6-951P,1,NA,GSE120805
RNU6-1272P,-1,NA,GSE120805
RNU6-1266P,1,NA,GSE120805
RNU4-21P,-1,NA,GSE120805
RNU6-862P,1,0.1087996918,GSE120805
RN7SKP185,1,0.3289785783,GSE120805
RNU6-446P,-1,0.5649370337,GSE120805
RNU4-23P,1,0.5643126647,GSE120805
RNU6-1079P,-1,0.960207993,GSE120805
SNORD104,-1,0.4973705437,GSE120805
SNORA80C,-1,NA,GSE120805
RNY3P2,1,NA,GSE120805
SNORD114-5,1,0.9929742233,GSE120805
RNA5SP383,-1,NA,GSE120805
RNU1-134P,1,0.825275846,GSE120805
RNU1-72P,1,0.7229483227,GSE120805
LOC124901506,-1,NA,GSE120805
RNU6-490P,1,0.9448575365,GSE120805
LOC124904381,-1,NA,GSE120805
RNU6-942P,-1,0.9979902268,GSE120805
RNA5SP452,1,NA,GSE120805
RNVU1-22,1,0.02173505596,GSE120805
RNU6-249P,1,NA,GSE120805
SNORD114-16,-1,0.8860692352,GSE120805
RNU1-18P,-1,NA,GSE120805
RNY1P16,1,0.6089406483,GSE120805
RN7SKP75,-1,0.9156386425,GSE120805
SNORD114-19,-1,NA,GSE120805
SNORD1B,-1,0.6731881972,GSE120805
LOC124904362,-1,0.8851953727,GSE120805
VTRNA1-1,-1,0.8389896077,GSE120805
RNU6-986P,1,NA,GSE120805
LOC124900277,1,NA,GSE120805
RN7SKP115,-1,NA,GSE120805
LOC124900399,1,0.7694560933,GSE120805
RNU4-80P,1,0.9517595009,GSE120805
LOC124900265,-1,0.7952274077,GSE120805
RNU6-433P,-1,0.4556282789,GSE120805
SNORA73B,-1,0.890200887,GSE120805
SNORD114-31,1,NA,GSE120805
RNU6-181P,1,NA,GSE120805
RNU6-251P,1,NA,GSE120805
LOC124903418,1,0.8589285493,GSE120805
RN7SKP231,1,0.7237848951,GSE120805
RNU5B-1,1,0.9410758746,GSE120805
RNU5D-1,1,0.9605337147,GSE120805
RNU6-1309P,1,NA,GSE120805
RNU1-19P,-1,NA,GSE120805
RNU6-238P,1,NA,GSE120805
RNU1-20P,1,NA,GSE120805
SNORD113-6,-1,0.5777507992,GSE120805
RNU6-529P,-1,NA,GSE120805
RNU6-97P,1,NA,GSE120805
SNORD114-10,-1,0.1078438493,GSE120805
RNU6-485P,1,0.2124752635,GSE120805
RNU6-1285P,1,0.4359185955,GSE120805
SNORA71D,-1,0.9707034122,GSE120805
SNORD113-8,-1,0.972390191,GSE120805
RNU5E-10P,-1,NA,GSE120805
SNORA38B,-1,0.9660897842,GSE120805
RNU6-1099P,-1,0.6735230385,GSE120805
SNORD114-23,-1,0.9907972763,GSE120805
RNA5-8SP2,1,NA,GSE120805
LOC124907486,1,NA,GSE120805
LOC124908528,1,NA,GSE120805
RNU6-1112P,-1,NA,GSE120805
RN7SKP44,1,0.9760391482,GSE120805
SNORD114-28,-1,0.6721624344,GSE120805
RNU6-1214P,-1,NA,GSE120805
RNU6-1209P,1,0.809445291,GSE120805
RNU6-1331P,1,NA,GSE120805
SNORA33,-1,0.5983500941,GSE120805
RNU6-137P,1,0.7806609279,GSE120805
RNU6-640P,1,NA,GSE120805
RNU6-1284P,1,NA,GSE120805
RNU6-414P,-1,NA,GSE120805
RNVU1-33,-1,0.9110585514,GSE120805
SNORD114-11,1,0.9960939277,GSE120805
SNORD114-25,1,0.7973718515,GSE120805
SNORD113-7,1,NA,GSE120805
SNORD114-27,-1,0.9790436945,GSE120805
SNORD116-10,1,NA,GSE120805
RN7SKP174,1,0.09473408093,GSE120805
RN7SKP160,1,0.84800341,GSE120805
RNU6-379P,1,NA,GSE120805
RNU6-674P,-1,NA,GSE120805
RN7SKP103,1,NA,GSE120805
RNU6-271P,-1,NA,GSE120805
RNU1-124P,-1,0.4432956188,GSE120805
LOC124900239,1,NA,GSE120805
RNA5SP68,1,NA,GSE120805
RN7SKP113,-1,NA,GSE120805
SNORD8,1,0.5858904415,GSE120805
SNORA80A,1,0.972948578,GSE120805
RN7SKP250,1,NA,GSE120805
RNU4-1,1,0.95432123,GSE120805
SNORA38,-1,0.9301785725,GSE120805
SNORD114-2,-1,0.4391481759,GSE120805
RN7SKP134,-1,NA,GSE120805
RNU6-82P,-1,0.8418659134,GSE120805
SNORD14E,-1,0.4630043527,GSE120805
RNU6-681P,-1,0.517210448,GSE120805
RNU6-598P,-1,NA,GSE120805
SNORD46,-1,0.535986162,GSE120805
SNORA74A,-1,0.9410758746,GSE120805
RNU5A-8P,-1,0.8304391212,GSE120805
RNVU1-34,1,0.5779623855,GSE120805
LOC124900179,-1,NA,GSE120805
LOC124900439,-1,0.7111317928,GSE120805
RN7SKP107,1,NA,GSE120805
LOC124903417,1,0.991463503,GSE120805
RNU6-268P,-1,NA,GSE120805
RNU4-51P,-1,NA,GSE120805
RNU6-188P,1,0.5629386784,GSE120805
RNU6-173P,1,NA,GSE120805
RNY1,-1,0.8935225789,GSE120805
RNU6-11P,-1,NA,GSE120805
RNY1P12,-1,0.979135725,GSE120805
SNORA58B,-1,NA,GSE120805
LOC124900460,-1,NA,GSE120805
RN7SKP10,-1,0.5891707029,GSE120805
RNU4-36P,1,NA,GSE120805
RNU6-853P,1,0.6944247329,GSE120805
RNU6-670P,1,0.6486964508,GSE120805
RNVU1-3,1,0.529276745,GSE120805
RNU4-68P,-1,NA,GSE120805
RN7SKP118,1,0.5799310755,GSE120805
RNU4-40P,-1,NA,GSE120805
RNU6-1305P,-1,0.5793664185,GSE120805
SNORA63D,1,0.491823467,GSE120805
SNORD114-9,-1,NA,GSE120805
SNORD114-13,-1,0.9417934121,GSE120805
SNORD114-6,-1,0.9962834372,GSE120805
SNORD73B,1,0.8782601229,GSE120805
RN7SKP171,1,NA,GSE120805
RN7SKP76,1,NA,GSE120805
SNORA65,-1,0.0857281381,GSE120805
RN7SKP227,1,0.4160251439,GSE120805
RNU4-59P,1,NA,GSE120805
SNORD114-30,-1,NA,GSE120805
RN7SKP37,-1,NA,GSE120805
RNU6-522P,-1,0.7567694027,GSE120805
LOC124900346,1,0.9039670532,GSE120805
RNY4P23,1,0.006537782737,GSE120805
SNORA68B,-1,NA,GSE120805
RNA5SP141,1,NA,GSE120805
RNU4-24P,1,0.9243097174,GSE120805
RNU6-646P,1,NA,GSE120805
SNORA63C,1,NA,GSE120805
SNORA55,1,0.8859432095,GSE120805
RNA5SP379,1,NA,GSE120805
RNY4P7,1,NA,GSE120805
RN7SKP275,-1,NA,GSE120805
RNU6-312P,-1,0.7697839431,GSE120805
LOC124903419,1,0.2448291372,GSE120805
SNORA71C,-1,0.6815764668,GSE120805
RNA5SP513,-1,NA,GSE120805
LOC124900419,1,NA,GSE120805
SNORA16B,-1,NA,GSE120805
RNU4-85P,-1,NA,GSE120805
SNORD114-15,-1,NA,GSE120805
RNVU1-6,-1,0.5905150002,GSE120805
RN7SKP50,-1,0.8856198755,GSE120805
SNORD114-17,1,0.8451507538,GSE120805
RNU1-93P,1,NA,GSE120805
RNU6-343P,1,0.8277192473,GSE120805
RNU6-593P,-1,0.979539536,GSE120805
RNU1-91P,-1,0.5499481625,GSE120805
RNU6-621P,-1,NA,GSE120805
RNU6-923P,-1,0.4391481759,GSE120805
SNORA14A,-1,0.9685455126,GSE120805
RNY4P34,-1,NA,GSE120805
RNU6-7,-1,0.9551404246,GSE120805
RNU6-60P,1,NA,GSE120805
RN7SKP6,1,NA,GSE120805
SNORD113-4,-1,0.4361920022,GSE120805
RN7SKP239,1,0.804544911,GSE120805
SNORD114-29,1,NA,GSE120805
SNORD113-3,-1,0.6607151191,GSE120805
LOC124903420,-1,0.2036100222,GSE120805
RNA5SP479,1,NA,GSE120805
RNU6-828P,-1,NA,GSE120805
RNU6-534P,-1,NA,GSE120805
RN7SKP55,1,0.3972596862,GSE120805
RNU6-336P,-1,NA,GSE120805
SNORA5C,-1,0.5333041653,GSE120805
RN7SKP226,1,NA,GSE120805
SNORD117,1,0.8826640448,GSE120805
RN7SKP9,1,0.7960946208,GSE120805
RN7SKP130,1,NA,GSE120805
RNU5E-4P,-1,0.5282316766,GSE120805
RNU4-9P,-1,0.5549417602,GSE120805
SNORD48,1,0.4843237553,GSE120805
SNORD114-3,-1,0.8761208124,GSE120805
LOC124900183,-1,NA,GSE120805
RN7SKP178,-1,0.7591807264,GSE120805
RN7SKP153,-1,NA,GSE120805
SNORD114-24,-1,0.879041159,GSE120805
RN7SKP48,1,0.675671108,GSE120805
RNA5SP363,1,NA,GSE120805
LOC124900423,-1,0.9558717812,GSE120805
SNORD113-9,-1,0.8995523354,GSE120805
RN7SKP22,1,NA,GSE120805
SNORA23,1,0.8685729697,GSE120805
RNA5SP428,-1,NA,GSE120805
SNORD38A,1,0.5787440969,GSE120805
SNORD114-20,1,0.6506820219,GSE120805
RN7SKP80,-1,0.502204397,GSE120805
VTRNA1-2,-1,NA,GSE120805
RNU6-302P,1,NA,GSE120805
RNY4P3,-1,NA,GSE120805
RNU1-100P,1,0.9207492389,GSE120805
SNORD114-18,1,NA,GSE120805
RNU6-407P,1,0.6065586551,GSE120805
RNU6-1283P,-1,NA,GSE120805
SNORA30B,-1,NA,GSE120805
SNORD113-1,1,0.8209133446,GSE120805
RN7SK,1,0.4230828548,GSE120805
RNU1-51P,1,NA,GSE120805
RNU6-396P,-1,NA,GSE120805
RN7SKP186,1,0.8389057494,GSE120805
SNORD114-12,-1,NA,GSE120805
SNORD114-22,1,NA,GSE120805
RNY3P12,-1,NA,GSE120805
SNORD6,-1,0.8304391212,GSE120805
RNU6-8,1,0.6973763646,GSE120805
LOC124901526,1,0.4654506632,GSE120805
RNU1-16P,1,0.9456519505,GSE120805
RNY3,-1,NA,GSE120805
RNU6-652P,1,0.5002312599,GSE120805
LOC124900175,-1,NA,GSE120805
RN7SKP292,-1,0.6338200337,GSE120805
RN7SKP1,1,0.9852425463,GSE120805
SNORD82,1,0.4440721565,GSE120805
RNVU1-21,-1,0.8030203747,GSE120805
RN7SKP81,-1,0.2201017479,GSE120805
RNA5SP283,-1,NA,GSE120805
VTRNA1-3,1,0.9777400029,GSE120805
RNU4-2,1,0.90291767,GSE120805
MIR539,1,NA,GSE120805
MIR421,-1,0.6107564443,GSE120805
TDRKH-AS1,1,2.59E-05,GSE120805
ZNF525,-1,0.8103796132,GSE120805
LINC01562,1,NA,GSE120805
INF2,-1,0.4326869298,GSE120805
HMGB1P39,-1,0.4690273746,GSE120805
IQANK1,1,0.746168889,GSE120805
RBMS3-AS2,1,NA,GSE120805
OR1F2P,1,NA,GSE120805
LINC00501,1,NA,GSE120805
OR2L2,-1,NA,GSE120805
DRC8,1,0.01368047516,GSE120805
COX20,-1,0.007645118491,GSE120805
CHML,-1,0.01085010055,GSE120805
OPN3,-1,0.01085010055,GSE120805
IBA57-DT,-1,0.8464634733,GSE120805
CAPN8,1,NA,GSE120805
TATDN3,-1,0.5724944917,GSE120805
CR1,-1,0.7355777958,GSE120805
LINC02901,-1,0.7165962949,GSE120805
LINC00862,-1,0.152051473,GSE120805
RAET1G,1,0.04740720095,GSE120805
C1orf53,1,0.1624651926,GSE120805
SAMD5,1,0.9418844087,GSE120805
ECT2L,-1,NA,GSE120805
GPR52,-1,0.7682405135,GSE120805
PRDX6-AS1,-1,0.7287122146,GSE120805
TMEM244,1,NA,GSE120805
CENPW,1,0.6517444223,GSE120805
FAM229B,1,0.2027880118,GSE120805
FANK1,1,0.001388035686,GSE120805
KPRP,-1,0.3795590539,GSE120805
EEF1AKMT2,1,0.01360480584,GSE120805
DDO,1,0.1100950219,GSE120805
CCDC162P,1,NA,GSE120805
LINC00222,1,NA,GSE120805
PLPP4,-1,4.78E-12,GSE120805
POPDC1-AS1,1,0.6599133558,GSE120805
H2BC18,-1,5.22E-17,GSE120805
ATP1A1-AS1,1,2.67E-08,GSE120805
RBM20,1,0.9771743086,GSE120805
C6orf163,-1,0.7273390209,GSE120805
SNHG5,-1,0.04242339234,GSE120805
ADD3-AS1,1,0.8411698527,GSE120805
GDI1,-1,0.9410758746,GSE120805
PCMTD2,1,3.20E-05,GSE120805
SOX18,-1,0.8772456876,GSE120805
LIME1,1,0.8961259007,GSE120805
SPATA42,1,NA,GSE120805
OOEP,-1,0.870852616,GSE120805
HSP90B3P,-1,0.3858111506,GSE120805
LINC00632,-1,0.0391641125,GSE120805
